id	BioSample_id	Accession	BioProject	SRAAccession	BioSampleTitle	SampleName	SampleType	Package	Infraspecies	Organism	OrganismAlt	SubSpecies	Strain	TaxonomyID	Biovar	CollectionDate	GeographicLocation	Host	HostDisease	IsolateNameAlias	IsolationSource	Lat	LatLon	Lon	Date	ModificationDate	PublicationDate	Organization
240	4011810	SAMN04011810	None	SRS1045202	Microbe sample from Yersinia pestis	Yp1945_P60L02	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 2	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory
241	4011809	SAMN04011809	None	SRS1045240	Microbe sample from Yersinia pestis	Yp1945_P60L01	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 1	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory
242	4376922	SAMN04376922	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-1453	None	Pathogen.env.1.0	strain: M-1453	Yersinia pestis	Yersinia pestis	None	M-1453	632	None	1991	Kazakhstan: Guryev region, Makhambet district	Rhombomys opimus	None	None	missing	None	47.636863 N 51.70316200000002 E	None	2015/12/30	2015/12/30	2015/12/30	Russian Research Anti-Plague institute "Microbe"
243	4376919	SAMN04376919	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	173	None	Pathogen.env.1.0	strain: 173	Yersinia pestis	Yersinia pestis	None	173	632	None	1978	missing	Rhombomys opimus	None	None	missing	None	missing	None	2015/12/30	2015/12/30	2015/12/30	Russian Research Anti-Plague institute "Microbe"
244	4376917	SAMN04376917	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-549	None	Pathogen.env.1.0	strain: M-549	Yersinia pestis	Yersinia pestis	None	M-549	632	None	1977	Turkmenistan: Krasnovodsk Region	Rhombomys opimus	None	None	missing	None	41.679476 N 54.966508999999974 E	None	2015/12/30	2015/12/30	2015/12/30	Russian Research Anti-Plague institute "Microbe"
245	4376048	SAMN04376048	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-519	None	Pathogen.env.1.0	strain: M-519	Yersinia pestis	Yersinia pestis	None	M-519	632	None	1967	Turkmenistan: Kizyl-Atrek Region	Rhombomys opimus	None	None	missing	None	missing	None	2015/12/29	2015/12/30	2015/12/29	Russian Research Anti-Plague institute "Microbe"
246	4376042	SAMN04376042	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-1763	None	Pathogen.env.1.0	strain: M-1763	Yersinia pestis	Yersinia pestis	None	M-1763	632	None	2002	Russia: Astrakhan region, Krasnoyarsk District	Nosopsyllus laeviceps	None	None	missing	None	missing	None	2015/12/29	2015/12/30	2015/12/29	Russian Research Anti-Plague institute "Microbe"
247	4376037	SAMN04376037	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-1484	None	Pathogen.env.1.0	strain: M-1484	Yersinia pestis	Yersinia pestis	None	M-1484	632	None	1992	Russia	Citellus pygmaeus	None	None	missing	None	missing	None	2015/12/29	2015/12/30	2015/12/29	Russian Research Anti-Plague institute "Microbe"
248	4376023	SAMN04376023	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	C-791	None	Pathogen.env.1.0	strain: C-791	Yersinia pestis	Yersinia pestis	None	C-791	632	None	2003	Russia: The Republic of Dagestan, Babaiurtovskii District	Citellus pygmaeus	None	None	missing	None	missing	None	2015/12/29	2015/12/30	2015/12/29	Russian Research Anti-Plague institute "Microbe"
249	4364500	SAMN04364500	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	KM-816	None	Pathogen.env.1.0	strain: KM-816	Yersinia pestis	Yersinia pestis	None	KM-816	632	None	1990	Turkmenistan: Balkany	None	None	None	missing	None	41.000137 N 55.666886999999974 E	None	2015/12/23	2015/12/23	2015/12/23	Russian Research Anti-Plague institute "Microbe"
250	4364306	SAMN04364306	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-978	None	Pathogen.env.1.0	strain: M-978	Yersinia pestis	Yersinia pestis	None	M-978	632	None	1990	Russia: Republic of Kalmykia, Ketchenerovsky District	None	None	None	missing	None	47.10023 N 45.707251999999926 E	None	2015/12/23	2015/12/23	2015/12/23	Russian Research Anti-Plague institute "Microbe"
251	4364301	SAMN04364301	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	1116-D	None	Pathogen.env.1.0	strain: 1116-D	Yersinia pestis	Yersinia pestis	None	1116-D	632	None	1971	Russia: Republic Ingushetia, Malgobek district	None	None	None	missing	None	43.405649 N 44.68555500000002 E	None	2015/12/23	2015/12/23	2015/12/23	Russian Research Anti-Plague institute "Microbe"
252	4357319	SAMN04357319	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	I1996	None	Pathogen.env.1.0	strain: I1996	Yersinia pestis	Yersinia pestis	None	I1996	632	None	1980	Russia: Zabaicalskiy krai	None	None	None	Spermophilus dauricus	None	50.609718 N 115.708895 E	None	2015/12/21	2015/12/21	2015/12/21	Russian Research Anti-Plague institute "Microbe"
253	4337145	SAMN04337145	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	A-1815	None	Pathogen.env.1.0	strain: A-1815	Yersinia pestis	Yersinia pestis	None	A-1815	632	None	1980	Kyrgyzstan: Talas district	Callopsylla caspia	None	None	Missing	None	42.469232 N 72.24286600000005 E	None	2015/12/15	2015/12/18	2015/12/15	Russian Research Anti-Plague Institute Microbe
254	4336076	SAMN04336076	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	C741	None	Pathogen.env.1.0	strain: C741	Yersinia pestis	Yersinia pestis	None	C741	632	None	1999	Russia: Dagestan, Kulinsky district	Megabothris turbidus	None	None	Missing	None	41.942454 N 47.309124 E	None	2015/12/15	2015/12/18	2015/12/15	Russian Research Anti-Plague Institute Microbe
255	4329024	SAMN04329024	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-1864	None	Pathogen.env.1.0	strain: M-1864	Yersinia pestis	Yersinia pestis	None	M-1864	632	None	2009	Russia: Kalmykia, Lagansky District	None	None	None	missing	None	45.217463 N 47.06267700000001 E	None	2015/12/10	2015/12/10	2015/12/10	Russian Research Anti-Plague Institute Microbe
256	2923783	SAMN02923783	None	SRS1044128	Microbe sample from Yersinia pestis	YAU	missing	Microbe.1.0	strain: Colorado 92	Yersinia pestis	Yersinia pestis	None	Colorado 92	632	None	unknown	unknown	None	None	None	unknown	None	None	None	2014/09/17	2015/08/24	2014/09/17	Los Alamos National Laboratory
257	3218157	SAMN03218157	PRJNA240105	SRS1042581	Microbe sample Yersinia pestis Pestoides B	YPW_6	Microbial isolate culture	Microbe.1.0	strain: Pestoides B	Yersinia pestis str. Pestoides B	Yersinia pestis str. Pestoides B	None	Pestoides B	748678	None	Unknown	USSR	None	None	None	Unknown	None	None	None	2015/02/11	2015/08/21	2015/02/11	Los Alamos National Laboratory
258	3174669	SAMN03174669	PRJNA240103	SRS1041366	Microbe sample Yersinia pestis Antiqua	YPW_4	Microbial isolate culture	Microbe.1.0	strain: Antiqua	Yersinia pestis Antiqua	Yersinia pestis Antiqua	None	Antiqua	360102	None	1965	Republic of the Congo	None	None	None	Human clinical sample	None	None	None	2014/11/10	2015/08/20	2014/11/10	Los Alamos National Laboratory
259	3074123	SAMN03074123	PRJNA240102	SRS1041370	Microbe sample Yersinia pestis A1122	YPW_2	missing	Microbe.1.0	strain: A1122	Yersinia pestis A1122	Yersinia pestis A1122	None	A1122	1035377	None	1939	USA: California	None	None	None	California Ground Squirrel (Spermophilus beecheyi)	None	None	None	2014/09/18	2015/08/20	2014/09/18	Los Alamos National Laboratory
260	3216587	SAMN03216587	PRJNA240107	SRS1040966	Microbe sample from Yersinia pestis	YPX	unknown	Microbe.1.0	strain: Java9	Yersinia pestis	Yersinia pestis	None	Java9	632	None	unknown	Indonesia	None	None	None	Rat	None	None	None	2015/02/11	2015/08/19	2015/02/11	Los Alamos National Laboratory
261	3161124	SAMN03161124	PRJNA240106	SRS1040976	Microbe sample Yersinia pestis Dodson	YPW_9	missing	Microbe.1.0	strain: Dodson	Yersinia pestis	Yersinia pestis	None	Dodson	632	None	1967	USA: Tuba City, AZ	Human (male, 4.5 yrs)	None	None	Clinical Sample	None	None	None	2014/11/04	2015/08/19	2014/11/04	Los Alamos National Laboratory
262	3074081	SAMN03074081	PRJNA240104	SRS1040979	Microbe sample Yersinia pestis PBM19	YPW_5	missing	Microbe.1.0	strain: PBM19	Yersinia pestis	Yersinia pestis	None	PBM19	632	None	Unknown	Unknown	None	None	None	Unknown	None	None	None	2014/09/18	2015/08/19	2014/09/18	Los Alamos National Laboratory
263	3177051	SAMN03177051	PRJNA240101	SRS1025892	Microbe sample Yersinia pestis Angola	YPW_10	Microbial isolate culture	Microbe.1.0	strain: Angola	Yersinia pestis Angola	Yersinia pestis Angola	None	Angola	349746	None	Unknown	Unknown	None	None	None	Unknown	None	None	None	2014/11/12	2015/08/10	2014/11/12	Los Alamos National Laboratory
264	3145064	SAMN03145064	PRJNA240085	SRS1025033	Pathogen: Yersinia pestis El Dorado	YAT	None	Pathogen.cl.1.0	strain: El Dorado	Yersinia pestis	Yersinia pestis	None	El Dorado	632	None	2002	USA: NY: New York	Human	Bubonic plague	None	Human Clinical	None	Unknown	None	2014/10/28	2015/08/07	2014/10/28	Los Alamos National Laboratory
265	3160774	SAMN03160774	PRJNA235224	SRS1025015	Microbe sample Yersinia pestis CO92	YAS	missing	Microbe.1.0	strain: CO92	Yersinia pestis CO92	Yersinia pestis CO92	None	CO92	214092	None	1992	USA: Colorado	None	None	None	Human Clinical Sample (fatal pneumonic plague)	None	None	None	2014/11/04	2015/08/06	2014/11/04	Los Alamos National Laboratory
266	3121016	SAMN03121016	PRJNA239345	SRS1024789	Microbe sample Yersinia pestis Pestoides F	YAD	missing	Microbe.1.0	strain: Pestoides F	Yersinia pestis	Yersinia pestis Pestoides F	None	Pestoides F	386656	None	Unknown	USSR	None	None	None	Unknown	None	None	None	2014/10/20	2015/08/06	2014/10/20	Los Alamos National Laboratory
267	3120838	SAMN03120838	PRJNA239341	SRS1024603	Microbe sample Yersinia pestis Shasta	YAA	missing	Microbe.1.0	strain: Shasta	Yersinia pestis	Yersinia pestis	None	Shasta	632	None	1954	USA: California	None	None	None	Human	None	None	None	2014/10/20	2015/08/06	2014/10/20	Los Alamos National Laboratory
268	3955854	SAMN03955854	PRJNA291739	SRS1023905	Yersinia pestis Pestoides F	Yersinia pestis Pestoides F	None	Metagenome.environmental.1.0	None	Yersinia pestis str. Pestoides F	Yersinia pestis Pestoides F	None	None	386656	None	not applicable	not applicable	not applicable	None	None	not applicable	None	not applicable	None	2015/08/05	2015/08/05	2015/08/05	MIT Lincoln Laboratory
269	3955853	SAMN03955853	PRJNA291739	SRS1023906	Yersinia pestis KIM 10	Yersinia pestis KIM 10	None	Metagenome.environmental.1.0	None	Yersinia pestis KIM 10	Yersinia pestis KIM10+	None	None	187410	None	not applicable	not applicable	not applicable	None	None	not applicable	None	not applicable	None	2015/08/05	2015/08/05	2015/08/05	MIT Lincoln Laboratory
270	3955852	SAMN03955852	PRJNA291739	SRS1023907	Yersinia pestis CO92	Yersinia pestis CO92	None	Metagenome.environmental.1.0	None	Yersinia pestis str. CO92	Yersinia pestis CO92	None	None	214092	None	not applicable	not applicable	not applicable	None	None	not applicable	None	not applicable	None	2015/08/05	2015/08/05	2015/08/05	MIT Lincoln Laboratory
271	3955851	SAMN03955851	PRJNA291739	SRS1023908	Yersinia pestis Angola	Yersinia pestis Angola	None	Metagenome.environmental.1.0	None	Yersinia pestis str. Angola	Yersinia pestis Angola	None	None	349746	None	not applicable	not applicable	not applicable	None	None	not applicable	None	not applicable	None	2015/08/05	2015/08/05	2015/08/05	MIT Lincoln Laboratory
272	3955850	SAMN03955850	PRJNA291739	SRS1023909	Yersinia pestis A1122	Yersinia pestis A1122	None	Metagenome.environmental.1.0	None	Yersinia pestis str. A1122	Yersinia pestis A1122	None	None	1035377	None	not applicable	not applicable	not applicable	None	None	not applicable	None	not applicable	None	2015/08/05	2015/08/05	2015/08/05	MIT Lincoln Laboratory
273	3160723	SAMN03160723	PRJNA240083	SRS1023828	Microbe sample Yersinia pestis KIM5	YAO	missing	Microbe.1.0	strain: KIM5	Yersinia pestis	Yersinia pestis	None	KIM5	632	None	2007	USA: Kentucky	None	None	None	Electroporation of Y pestis Kim6+ in pCD1Ap+	None	None	None	2014/11/04	2015/08/05	2014/11/04	Los Alamos National Laboratory
274	3943674	SAMN03943674	PRJNA208260	None	Sample from Yersinia pestis 1045	None	None	Generic.1.0	strain: 1045	Yersinia pestis 1045	Yersinia pestis 1045	None	1045	1345710	Medievalis	None	None	None	None	None	None	None	None	None	2015/07/29	2015/07/29	2015/07/29	Los Alamos National Laboratory, BioScience
275	3943655	SAMN03943655	PRJNA208254	None	Sample from Yersinia pestis 3067	None	None	Generic.1.0	strain: 3067	Yersinia pestis 3067	Yersinia pestis 3067	None	3067	1345706	Pestoides	None	None	None	None	None	None	None	None	None	2015/07/29	2015/07/29	2015/07/29	Los Alamos National Laboratory, BioScience
276	3943654	SAMN03943654	PRJNA208257	None	Sample from Yersinia pestis 3770	None	None	Generic.1.0	strain: 3770	Yersinia pestis 3770	Yersinia pestis 3770	None	3770	1345707	Pestoides	None	None	None	None	None	None	None	None	None	2015/07/29	2015/07/29	2015/07/29	Los Alamos National Laboratory, BioScience
277	3943569	SAMN03943569	PRJNA208258	None	Sample from Yersinia pestis 8787	None	None	Generic.1.0	strain: 8787	Yersinia pestis 8787	Yersinia pestis 8787	None	8787	1345708	Pestoides	None	None	None	None	None	None	None	None	None	2015/07/29	2015/07/29	2015/07/29	Los Alamos National Laboratory, BioScience
278	3943539	SAMN03943539	PRJNA208259	None	Sample from Yersinia pestis 14735	None	None	Generic.1.0	strain: 14735	Yersinia pestis 14735	Yersinia pestis 14735	None	14735	1345709	Pestoides	None	None	None	None	None	None	None	None	None	2015/07/29	2015/07/29	2015/07/29	Los Alamos National Laboratory, BioScience
279	3943538	SAMN03943538	PRJNA208247	None	Sample from Yersinia pestis 1670	None	None	Generic.1.0	strain: 1670	Yersinia pestis 1670	Yersinia pestis 1670	None	1670	1345700	Pestoides	None	None	None	None	None	None	None	None	None	2015/07/29	2015/07/29	2015/07/29	Los Alamos National Laboratory, BioScience
280	3941711	SAMN03941711	PRJNA208249	None	Sample from Yersinia pestis 2944	None	None	Generic.1.0	strain: 2944	Yersinia pestis 2944	Yersinia pestis 2944	None	2944	1345702	Medievalis	None	None	None	None	None	None	None	None	None	2015/07/29	2015/07/29	2015/07/29	Los Alamos National Laboratory, BioScience
281	3817042	SAMN03817042	None	SRS977173	Microbe sample from Yersinia pestis KIM 10v YPW_8	YPW_8	Microbial isolate	Microbe.1.0	strain: KIM 10v	Yersinia pestis	Yersinia pestis	None	KIM 10v	632	None	Unknown	Iran	None	None	None	Unknown	None	None	None	2015/07/29	2015/07/29	2015/07/29	Los Alamos National Laboratory
282	3816156	SAMN03816156	None	SRS977338	Microbe sample from Yersinia pestis E76D YPW_3	YPW_3	Unknown	Microbe.1.0	strain: EV76D	Yersinia pestis	Yersinia pestis	None	EV76D	632	None	Unknown	Unknown	None	None	None	Unknown	None	None	None	2015/07/29	2015/07/29	2015/07/29	Los Alamos National Laboratory
283	3783058	SAMN03783058	PRJNA208251	None	Sample from Yersinia pestis 1413	None	None	Generic.1.0	strain: 1413	Yersinia pestis 1413	Yersinia pestis 1413	None	1413	1345704	Pestoides	None	None	None	None	None	None	None	None	None	2015/06/19	2015/06/19	2015/06/19	Los Alamos National Laboratory, BioScience
284	3783057	SAMN03783057	PRJNA208252	None	Sample from Yersinia pestis 1522	None	None	Generic.1.0	strain: 1522	Yersinia pestis 1522	Yersinia pestis 1522	None	1522	1345705	Pestoides	None	None	None	None	None	None	None	None	None	2015/06/19	2015/06/19	2015/06/19	Los Alamos National Laboratory, BioScience
285	3782999	SAMN03782999	PRJNA208250	None	Sample from Yersinia pestis 1412	None	None	Generic.1.0	strain: 1412	Yersinia pestis 1412	Yersinia pestis 1412	None	1412	1345703	Pestoides	None	None	None	None	None	None	None	None	None	2015/06/19	2015/06/19	2015/06/19	Los Alamos National Laboratory, BioScience
286	2604093	SAMN02604093	PRJNA288	None	Sample from Yersinia pestis KIM10+	AE009952	None	Generic.1.0	strain: KIM10+	None	Yersinia pestis KIM10+	None	KIM10+	187410	None	None	None	None	None	None	None	None	None	None	2014/01/30	2015/05/18	2014/01/30	NCBI
287	2604042	SAMN02604042	PRJNA16067	None	Sample from Yersinia pestis Angola	CP000901	None	Generic.1.0	strain: Angola	None	Yersinia pestis Angola	None	Angola	349746	None	None	None	None	None	None	None	None	None	None	2014/01/30	2015/05/18	2014/01/30	NCBI
288	2603873	SAMN02603873	PRJNA36547	None	Sample from Yersinia pestis Z176003	CP001593	None	Generic.1.0	strain: Z176003	None	Yersinia pestis Z176003	None	Z176003	637386	None	None	None	None	None	None	None	None	None	None	2014/01/30	2015/05/18	2014/01/30	NCBI
289	2603872	SAMN02603872	PRJNA36545	None	Sample from Yersinia pestis D182038	CP001589	None	Generic.1.0	strain: D182038	None	Yersinia pestis D182038	None	D182038	637385	None	None	None	None	None	None	None	None	None	None	2014/01/30	2015/05/18	2014/01/30	NCBI
290	2603871	SAMN02603871	PRJNA36507	None	Sample from Yersinia pestis D106004	CP001585	None	Generic.1.0	strain: D106004	None	Yersinia pestis D106004	None	D106004	637382	None	None	None	None	None	None	None	None	None	None	2014/01/30	2015/05/18	2014/01/30	NCBI
291	2603531	SAMN02603531	PRJNA67155	None	Sample from Yersinia pestis A1122	CP002956	None	Generic.1.0	strain: A1122	None	Yersinia pestis A1122	None	A1122	1035377	None	None	None	None	None	None	None	None	None	None	2014/01/30	2015/05/18	2014/01/30	NCBI
292	2603222	SAMN02603222	PRJNA30505	None	Sample from Yersinia pestis biovar Medievalis str. Harbin 35	CP001608	None	Generic.1.0	strain: Harbin 35	None	Yersinia pestis biovar Medievalis str. Harbin 35	pestis	Harbin 35	547048	Medievalis	None	None	Homo sapiens	None	None	None	None	None	None	2014/01/30	2015/05/18	2014/01/30	NCBI
293	2602970	SAMN02602970	PRJNA10638	None	Sample from Yersinia pestis biovar Microtus str. 91001	AE017042	None	Generic.1.0	strain: 91001	None	Yersinia pestis biovar Microtus str. 91001	microtus	91001	229193	Microtus	None	None	None	None	None	None	None	None	None	2014/01/30	2015/05/18	2014/01/30	NCBI
294	2598373	SAMN02598373	PRJNA16700	None	Sample from Yersinia pestis Pestoides F	CP000668	None	Generic.1.0	strain: Pestoides F	None	Yersinia pestis Pestoides F	None	Pestoides F	386656	None	None	None	None	None	None	None	None	None	None	2014/01/28	2015/05/18	2014/01/28	NCBI
295	2598370	SAMN02598370	PRJNA16646	None	Sample from Yersinia pestis Nepal516	CP000305	None	Generic.1.0	strain: Nepal516	None	Yersinia pestis Nepal516	None	Nepal516	377628	None	None	None	None	None	None	None	None	None	None	2014/01/28	2015/05/18	2014/01/28	NCBI
